ID	ASV_14	ASV_28	ASV_33	ASV_36	ASV_38	ASV_40	ASV_45	ASV_46	ASV_47	ASV_60	ASV_66	ASV_68	ASV_73	ASV_74	ASV_75	ASV_76	ASV_77	ASV_81	ASV_82	ASV_83	ASV_88	ASV_89	ASV_96	ASV_99	ASV_100	ASV_101	ASV_104	ASV_105	ASV_108	ASV_109	ASV_111	ASV_112	ASV_115	ASV_121	ASV_123	ASV_124	ASV_125	ASV_126	ASV_127	ASV_128	ASV_130	ASV_131	ASV_132	ASV_134	ASV_135	ASV_137	ASV_140	ASV_141	ASV_145	ASV_146	ASV_148	ASV_149	ASV_150	ASV_151	ASV_152	ASV_153	ASV_154	ASV_155	ASV_158	ASV_160	ASV_165	ASV_169	ASV_172	ASV_174	ASV_178	ASV_181	ASV_183	ASV_185	ASV_188	ASV_191	ASV_198	ASV_202	ASV_203	ASV_205	ASV_207	ASV_208	ASV_210	ASV_211	ASV_213	ASV_218	ASV_226	ASV_228	ASV_229	ASV_236	ASV_237	ASV_239	ASV_245	ASV_248	ASV_250	ASV_254	ASV_261	ASV_262	ASV_267	ASV_273	ASV_277	ASV_279	ASV_281	ASV_282	ASV_291	ASV_294	ASV_318	ASV_320	ASV_322	ASV_328	ASV_331	ASV_334	ASV_341	ASV_346	ASV_381	ASV_382	ASV_385	ASV_405	ASV_430	ASV_432	ASV_439	ASV_448	ASV_466	ASV_485	ASV_500	ASV_518	ASV_530	ASV_547	ASV_586	ASV_597	ASV_627	ASV_643
SRR16357769	2.34316369697516	2.45261334641089	2.64637535596576	2.49295437434329	2.67017794618498	2.85756398492086	-1.78229733222077	2.37705575599467	1.974193389507	0.885289614458669	2.48338711049813	2.26937314916929	2.488723093272	2.40267031401552	1.11442624996214	-1.72340770200055	2.45409884465452	-1.5732576128122	2.48602206355559	2.70516064271865	2.60674028643202	2.63148931182472	2.72105564357211	1.13091375217535	2.19499899006865	2.33239014464855	2.47664621571845	1.91207876500561	3.02326352083534	2.80940497588263	-1.53077112666321	-1.58724169887468	1.77208468621098	1.23200410613465	-1.40135182629456	2.83713738162838	-1.55675066139509	-1.51877055001	2.55366208026784	0.797475926850972	1.56587287318733	-1.45391240823111	2.33062803525276	2.45846429652997	-1.34156987258461	3.50332995157224	-1.25122631239714	1.77208468621098	-1.53652937007788	-1.2457559206569	1.89893022431209	2.56649332845224	1.81585353972106	-1.47498342563865	2.2076009968807	-1.21957750206495	1.00455387852093	2.40765744588459	3.06593775243498	2.16867345745055	-0.929125428876866	2.33373007372574	-1.45235745559224	1.71910364249654	-1.40305390583815	2.21802140494721	1.09355060022691	-1.3316361997445	1.9235418019566	2.4979477515397	5.11878818731897	-1.1698974190623	-1.25521084440277	3.9025899297925	1.33736527768609	-1.08644861577797	2.40027121032858	-1.03431282099888	5.11639852907817	-1.1759320353493	2.13408605345675	1.1769638646171	-1.27107982905061	-1.26997703836588	-0.926160931535986	-1.21957750206495	3.80084119190788	-1.23577323828886	-1.15072126768275	-1.11447147415012	2.58899279562218	1.826353293633	-1.15630752960813	-1.27277594443894	-1.07835531477281	-1.11599186524296	-1.28085160031434	2.37276528124129	-0.29444856385587	1.80737840510196	-1.14371726112982	-1.03431282099888	2.62555653153005	-1.09795882886936	1.64887651602817	-0.882983318222681	2.10754191290662	-0.75377635641065	1.97078008858164	-0.818944710980712	1.99166749490805	1.68715371024234	4.49792803243264	-0.837799079023703	-0.714043084495064	-0.416652781382005	-0.694350235321965	-0.848408364668738	-0.825083930028283	3.5783247700792	-0.756286100497282	-0.838300185547256	-0.616981003399447	-0.15554231256115	-0.777220742443016	2.02915761064198
SRR16357771	3.47724692100004	3.08069724721996	3.4177304834817	3.13881902527336	3.48635359558798	3.36445568162411	1.48739387506039	3.04973160677069	1.31942961576802	2.03891910968116	3.43597709069311	-1.7093680402214	3.30026266185291	2.93967153833393	1.89925573238516	-1.72340770200055	3.43045273395603	1.94624895856127	3.2995704153253	3.59964144197471	3.21588869498657	3.64456394037789	3.00444007709431	1.89925573238516	1.92420839859586	3.17097490041733	2.80556978432114	2.07051528915217	2.07061005145728	-1.50314013331894	1.75245648930419	1.46109413468169	1.34109907851539	2.59696702963139	1.34710262973228	2.8091141981543	2.22233675177816	1.19569444965605	4.22036048077865	2.18695212762189	1.89925573238516	1.96755134468152	3.25641928279195	2.62709347008096	0.943470933232909	3.29478075620503	2.14096198124475	-1.54575311384954	-1.53652937007788	-1.2457559206569	-1.48666679158938	-1.44790961046864	2.21778565341507	2.40175024828006	3.02703759814384	1.49768202991832	1.52516072388154	2.07061005145728	-1.25009247051124	3.42496318833312	4.43102422098318	2.93967153833393	2.25163150757727	2.76390637376167	2.07184220047326	3.42191416891948	2.76609687806332	-1.3316361997445	-1.47498342563865	3.08513988378818	3.72953695830943	2.16070595463706	1.43403946339753	-0.847926096812338	2.94292664140695	1.38386983861486	2.26133091231734	-1.03431282099888	-0.288821701708379	1.35658967396263	-1.14586192557852	2.08966808854975	2.27723459642954	2.04297233111304	1.88436581263856	2.37387364017068	2.85393634877379	1.89925573238516	1.51314849524806	2.86205281513303	-1.1310883980916	-1.23386521020186	-1.15630752960813	2.32749199108431	-1.07835531477281	2.6159473332806	2.1454120407974	2.97789459348193	-0.29444856385587	2.5813641908505	2.89613138766553	2.09420958410618	-1.04755254171629	1.89925573238516	2.06311761048297	-0.882983318222681	-1.19933520404825	4.14207811768382	2.41241967676772	-0.818944710980712	2.16070595463706	2.23148368569543	4.30258017029602	1.63954941800055	3.1094692133934	3.04020570527294	-0.694350235321965	2.63355597385016	2.8091141981543	1.89925573238516	1.90262926454093	2.13061031903247	-0.616981003399447	-0.15554231256115	2.67106365228605	-0.757297974452793
SRR16357773	2.48744120006857	1.76626942046022	1.76361300905101	1.32559726411752	1.76361300905101	1.76361300905101	-1.78229733222077	1.71509178682929	2.42249788354575	-1.58724169887468	1.26122548214451	3.03344488875511	1.76872159899965	1.76361300905101	-1.59407769997715	1.46037265509827	1.76361300905101	-1.5732576128122	1.55352164751821	1.76361300905101	1.20502252870153	1.44194715134343	1.85229592743831	-1.51024890216263	2.34156211515527	1.73710584960675	1.9002065950137	1.9451922763416	2.72662410023928	2.8358263694129	-1.53077112666321	1.8255845586362	2.56859768470947	1.85693855868072	-1.40135182629456	2.13620984008465	1.9831055413193	1.72403936397221	3.20089856177901	-1.48287940924754	-1.23577323828886	2.29026712064748	1.86265545082016	1.87904269348199	-1.34156987258461	-1.24082175315331	-1.25122631239714	-1.54575311384954	0.692491252955695	-1.2457559206569	3.04478291693364	-1.44790961046864	2.12732828848307	1.81652901023535	1.76361300905101	-1.21957750206495	-1.30754193613463	1.68591395637045	3.12942949181279	2.04563722437022	1.76361300905101	1.76361300905101	2.11804332949441	2.37904422437457	2.1721376927691	1.08505365366386	-1.08906676531445	2.96924555959136	2.07047328846277	-1.41147184703036	4.47620711409717	2.66937556598419	1.21837916354453	1.76361300905101	-1.3598199604043	-1.08644861577797	2.60566185132142	3.39464585297222	3.84596310555119	1.76361300905101	2.13408605345675	1.94775372902523	1.97521559655562	1.83615115433013	-0.926160931535986	2.19967370997492	-1.03884134356057	-1.23577323828886	1.61826269840429	-1.11447147415012	-1.1310883980916	-1.23386521020186	2.830469445913	2.03771362689398	-1.07835531477281	1.45853558614642	2.20314272107916	3.14724595319837	4.04846635809061	2.16811577338095	-1.14371726112982	-1.03431282099888	-1.04755254171629	2.06755413578357	2.86892748207578	3.06541995060945	2.41126667037751	2.15207244330326	2.97259124454584	2.9452458407969	-1.04353330080447	-1.04755254171629	4.12469574832563	-0.837799079023703	3.43437750706069	4.10194180578743	2.6355640405165	-0.848408364668738	2.59603148544773	-0.552405028475811	1.76205376625723	2.85258787533267	-0.616981003399447	3.84643818371625	-0.777220742443016	-0.757297974452793
SRR16357775	3.42609629661048	1.39493246292038	0.871092620331152	1.81101541458345	0.98989329605016	1.41555207794109	-1.78229733222077	1.5436133501384	2.56502730901821	-1.58724169887468	1.63590966547803	-1.7093680402214	1.25598411953873	1.408278221978	-1.59407769997715	-1.72340770200055	-1.68762604232167	1.85693855868072	0.534713117807088	-1.61455167078963	1.37693986303699	-1.50692149802331	0.130823702243712	-1.51024890216263	1.68135906280389	1.135408940556	-1.64710232546571	-1.73149384487993	-1.40366243022423	-1.50314013331894	-1.53077112666321	-1.58724169887468	1.41116960187085	-1.5732576128122	-1.40135182629456	-1.46556426140244	-1.55675066139509	-1.51877055001	3.64602036007629	-1.48287940924754	-1.23577323828886	-1.45391240823111	1.00608121359575	-1.58361059916664	-1.34156987258461	-1.24082175315331	-1.25122631239714	-1.54575311384954	-1.53652937007788	-1.2457559206569	-1.48666679158938	-1.44790961046864	-1.44790961046864	-1.47498342563865	-1.47318969367794	1.28099137614365	-1.30754193613463	-1.53652937007788	-1.25009247051124	-1.26855736406254	-0.929125428876866	-1.3463379436533	-1.45235745559224	-1.36929290330194	-1.40305390583815	-1.32954680676398	-1.08906676531445	3.41768909874427	-1.47498342563865	-1.41147184703036	3.49395524446493	-1.1698974190623	-1.25521084440277	-0.847926096812338	-1.3598199604043	-1.08644861577797	0.638923108462189	-1.03431282099888	3.30248595997195	-1.1759320353493	4.38244448091558	-1.20915302229328	-1.27107982905061	-1.26997703836588	-0.926160931535986	-1.21957750206495	-1.03884134356057	-1.23577323828886	-1.15072126768275	-1.11447147415012	-1.1310883980916	-1.23386521020186	-1.15630752960813	-1.27277594443894	-1.07835531477281	-1.11599186524296	-1.28085160031434	-1.0489476846598	-0.29444856385587	-1.03915736452411	-1.14371726112982	-1.03431282099888	-1.04755254171629	-1.09795882886936	-1.00072612138243	3.21269764062854	-1.19933520404825	-0.75377635641065	-0.939226385325173	-0.818944710980712	-1.04353330080447	-1.04755254171629	2.83639956215366	-0.837799079023703	-0.714043084495064	-0.416652781382005	-0.694350235321965	-0.848408364668738	-0.825083930028283	-0.552405028475811	-0.756286100497282	-0.838300185547256	-0.616981003399447	-0.15554231256115	-0.777220742443016	-0.757297974452793
SRR16357777	1.64728322580122	2.72903840357864	3.25023551483136	2.95392885266364	3.37130805346516	3.19169581163915	1.31403452217005	3.1723528907418	1.57229849563117	1.87085723040674	3.23332823224866	2.21384355161387	3.14305457349519	2.89253122906525	1.32242854179562	2.36379315700202	2.98939820023101	1.43109188426383	2.84431462860237	3.40800369955529	2.89704462610204	3.4200261498336	3.12765782502125	1.94801331677465	1.68135906280389	3.07715471646514	1.20466850068506	-1.73149384487993	1.15898202759545	3.16240969922901	1.17092061758494	1.87085723040674	1.47797691271119	1.98890785001355	1.9103557246022	2.49409266540322	2.32853042865982	2.90207805684417	2.59603148544773	1.49170276725631	1.82287361105618	2.20520076972519	2.65695993398108	2.67918630520384	-1.34156987258461	2.75717286651219	1.87085723040674	3.20501989555525	2.30383206432501	2.7879391650359	2.61455504210096	2.63372666142554	1.9273392700525	1.87103026843565	3.05087915377046	1.15898202759545	0.728322236668373	-1.53652937007788	3.66750514336564	3.47346545682864	3.08906178684849	1.69189596395308	-1.45235745559224	2.3342390052221	2.1721376927691	3.20189278953768	1.82224562312985	3.66691807727988	-1.47498342563865	-1.41147184703036	4.50823046555025	1.94147722924557	2.72975750510723	2.48126704629062	1.87085723040674	1.24795243759223	2.10754191290662	2.32766434468084	1.87085723040674	1.35658967396263	-1.14586192557852	2.54866594832292	1.97521559655562	1.67965220595741	1.64205564491635	2.75596629951234	1.46191126036808	1.97178622842977	-1.15072126768275	1.87085723040674	2.73976915409225	2.29158144444356	2.43369881812556	2.47695489373697	-1.07835531477281	2.8138288736013	3.03839761776201	2.30272666267215	3.11955956257581	2.52020685934126	2.5663164534376	-1.03431282099888	-1.04755254171629	1.60291320582773	1.87085723040674	3.81442592872064	-1.19933520404825	2.36188168125721	1.97078008858164	3.21985963537714	1.80009814921475	-1.04755254171629	3.47885189797981	2.85338901639238	3.04741594192782	4.25996396999794	2.94478098180866	2.00679667227733	1.33043786940203	2.20022619747875	3.10338405535152	1.77838175180751	-0.616981003399447	4.02754246401391	2.32594851768413	-0.757297974452793
SRR16357779	0.863078923946543	-2.00934203900567	-1.87786703542312	-1.92375581905695	-1.78919344607235	-1.82522616893415	0.68844022618251	-1.81978346075877	1.53312739779038	1.57499845920914	-1.72324889014752	0.784005373110001	-1.74703513668897	-1.76293525967324	1.71518857515555	1.71568421873515	-1.68762604232167	1.65973230411322	-1.66452595005269	-1.61455167078963	-1.67434739298155	-1.50692149802331	-1.55421811203247	1.29101364156662	-1.66918581314401	-1.58430045871663	1.97689552492123	0.733503181807035	1.50539677180698	1.91447766749614	2.48579688312506	3.10849032552413	1.661555995793	1.49175442302478	2.12631545591969	1.45651952798767	3.3235149806909	2.44708711978978	-1.30309512611756	1.00505743650876	1.65674248095022	-1.45391240823111	-1.57069568526513	3.1170414199225	2.34316594789113	3.59728793735071	1.5380252358379	-1.54575311384954	1.93810769223211	1.80462373029125	1.09097139267379	3.46063442856714	1.3391232620973	1.4373556971574	-1.47318969367794	1.92882489313699	2.09446974641282	1.7400152840325	2.37044670655453	-1.26855736406254	2.93685800911884	2.01930830338104	2.44996124651712	1.22415857520224	1.34380467164148	-1.32954680676398	1.91447766749615	2.45405847098323	-1.47498342563865	-1.41147184703036	1.91447766749615	-1.1698974190623	2.19378318302201	-0.847926096812338	2.39804571028544	2.08741010952692	-1.35870755687867	1.91447766749615	4.23977939098053	3.52601295735894	2.39419232593795	0.895976036793184	3.14956528437433	1.30383481613025	1.76830897614263	2.07061005145728	1.46191126036808	1.46886375583404	3.00445576309179	2.32562090356128	-1.1310883980916	3.22141829789762	3.66333157072534	1.40234308648938	-1.07835531477281	1.57242015509126	2.59680748904551	1.98255411291018	-0.29444856385587	1.90638792783691	2.06478041764044	1.91447766749615	2.93468638025755	2.21821950446886	1.52354740516606	3.012783531057	-1.19933520404825	2.62848754225926	1.62148261375635	4.06560635376561	2.31196830947772	-1.04755254171629	2.83639956215366	1.48491286353544	2.51689421067082	3.4864694092851	3.72995125002009	1.76287202425788	1.132926816311	1.51818739470199	1.76205376625723	2.13061031903247	-0.616981003399447	3.9696645176538	2.67106365228605	2.77679426078038
SRR16357781	1.62473313936744	3.15277368074312	3.54383199222106	3.17687402090321	3.47626598132399	3.55483489790654	1.64205564491635	3.10003818682341	1.27258560574348	1.8255845586362	3.24686314944692	2.29635519568597	3.22379984681933	3.11418305125532	1.94181408083453	1.96556200648474	3.35237929359274	-1.5732576128122	3.22540053077233	3.63759171876469	3.02286167369189	3.47117128961468	3.53628476780046	-1.51024890216263	1.80790375083628	3.32585180229098	1.26721041078613	1.80790375083628	1.25374352541196	2.78249026654202	-1.53077112666321	1.95734030114679	1.02052238803453	2.03033858161743	1.50992716717193	2.18065792933152	2.25861160259104	-1.51877055001	-1.30309512611756	2.00644473267641	1.97178622842977	-1.45391240823111	2.9006267893409	2.08630668966381	-1.34156987258461	3.2664566595993	-1.25122631239714	2.68712973807275	1.37984269110471	2.08821439735975	2.13581683408563	2.0308044089173	2.60050202740051	2.02314344232932	3.34888700867194	-1.21957750206495	0.567100053775763	1.23644670217987	3.30467828600523	3.24107801899302	3.39194426625459	0.804351248228843	1.80671049170319	2.08656690290654	2.476642439199	3.44441108318988	-1.08906676531445	2.21393710117655	1.97420415222546	1.94704211931028	4.02346925262522	-1.1698974190623	-1.25521084440277	3.99026133440554	2.39804571028544	-1.08644861577797	1.80790375083628	2.8113083621239	-0.288821701708379	2.27936216012043	-1.14586192557852	2.59697988919589	1.6776207265114	2.10579670683118	-0.926160931535986	2.62426443303187	1.80790375083628	1.89925573238516	1.80790375083628	1.7788403751532	3.2887070411234	2.23363894606427	2.18503613629746	2.32749199108431	2.73461948214032	3.1793434588552	2.02250462669044	1.68484139467065	-0.29444856385587	2.24575605780604	-1.14371726112982	-1.03431282099888	-1.04755254171629	2.06755413578357	1.97019583166943	2.06046136690545	1.80790375083628	3.63711859681037	2.41241967676772	2.05245319915444	2.51269677178823	2.73613121009612	2.83639956215366	2.23194743091121	2.68938269071468	3.28053146798196	2.35046770704262	1.76287202425788	1.132926816311	2.20022619747875	2.98202010281064	1.31084060497604	2.66203037913923	3.78063841311471	-0.777220742443016	-0.757297974452793
SRR16357783	1.37731344178508	1.00114337414572	0.22956739161858	1.14478003295956	0.871092620331152	0.955007859935317	-1.78229733222077	1.42995167936503	0.82964719829294	2.25911724938747	1.31377159590256	-1.7093680402214	0.841955170443169	0.220993738088591	1.03778646265484	1.93241455084431	0.979492561233922	2.7285602426983	0.200622184716637	-1.61455167078963	1.42995167936503	-1.50692149802331	1.27258560574348	-1.51024890216263	1.27656275466589	0.799887146947964	2.08477166320875	0.28943136598446	-1.40366243022423	-1.50314013331894	1.08893647933783	2.67073214690693	0.190532525763379	-1.5732576128122	-1.40135182629456	-1.46556426140244	-1.55675066139509	2.26937314916929	3.08671282946995	1.49170276725631	-1.23577323828886	3.6380199747574	1.61152710066378	1.96556200648474	-1.34156987258461	3.99261793012831	-1.25122631239714	1.6098193238787	1.51019751969575	-1.2457559206569	-1.48666679158938	2.42181481808508	3.55033310290318	-1.47498342563865	0.104071581619961	1.92882489313699	1.23592867109654	0.897710082127039	-1.25009247051124	-1.26855736406254	-0.929125428876866	1.69189596395308	2.62426443303187	-1.36929290330194	-1.40305390583815	-1.32954680676398	-1.08906676531445	2.9059954413817	2.20378670718099	1.63608559225316	4.26752708553271	4.19587235817345	1.86350504008595	-0.847926096812338	-1.3598199604043	0.520139921716168	0.638923108462189	-1.03431282099888	-0.288821701708379	2.55982710856806	-1.14586192557852	-1.20915302229328	-1.27107982905061	-1.26997703836588	-0.926160931535986	-1.21957750206495	-1.03884134356057	-1.23577323828886	2.79662068510757	-1.11447147415012	1.75023300686319	1.826353293633	-1.15630752960813	-1.27277594443894	3.05496324285159	-1.11599186524296	3.2986984374717	-1.0489476846598	-0.29444856385587	3.38616271759235	-1.14371726112982	3.35996265461094	2.23148368569543	-1.09795882886936	-1.00072612138243	2.78061901519042	2.10754191290662	-0.75377635641065	-0.939226385325173	-0.818944710980712	-1.04353330080447	2.15388984859729	3.68549768282992	-0.837799079023703	-0.714043084495064	4.29690551374428	-0.694350235321965	-0.848408364668738	-0.825083930028283	-0.552405028475811	-0.756286100497282	-0.838300185547256	3.1295740638203	4.28650319617832	-0.777220742443016	1.42995167936503
SRR16357785	2.84970946716113	2.37434624028672	2.69068756151962	2.67686731631994	2.65236295740816	2.8719542986371	1.06291899748982	2.60325550625101	1.17403697118473	1.12910786813628	2.67584795913906	3.26948897660795	2.83566993094021	2.51071085213287	2.40411547363826	1.86373677821026	2.74645623516268	1.49175442302478	2.46037248005222	2.81966752635677	2.38357225948605	3.27404690162838	2.72105564357211	2.16972853755529	2.36916654804385	2.67758161745466	2.62688609616739	-1.73149384487993	-1.40366243022423	3.09838649785198	1.95068214702858	2.11612129468701	1.34109907851539	2.1479231425176	0.834239288300233	1.38220765106815	1.84671120105661	1.60904560591535	2.55366208026784	1.09853092205411	2.10672415510908	2.16070595463706	2.51770734108994	1.96556200648474	1.37171795397224	3.05088938263445	-1.25122631239714	2.51465357436641	1.68591395637045	0.980701696629806	2.97329525836511	1.41770519794992	2.07987519113112	2.16070595463706	2.51251996593985	1.02559627927069	2.45633846845552	-1.53652937007788	3.12942949181279	3.21278464123145	-0.929125428876866	2.66831302000548	2.29354220395551	1.78724130900643	2.39600593851702	2.62509589052762	1.91447766749615	2.16070595463706	2.16070595463706	2.45928408617735	-0.411377982764954	2.16070595463706	1.62148261375635	3.26983609988059	2.44152936305402	2.16478107149803	3.08902374925623	-1.03431282099888	3.38271802956469	1.93074126300375	-1.14586192557852	1.7902960183335	1.50199704272133	1.90844549174072	-0.926160931535986	-1.21957750206495	2.9954949260746	2.99251080841324	2.19499899006865	2.81655014840932	2.87625689501613	1.66018892342105	3.03241871420304	2.16070595463706	2.45249018777302	2.8138288736013	2.59680748904551	1.44544365380098	3.02326352083535	2.45633846845552	3.23265224764475	2.86177221917209	-1.04755254171629	1.48879701600384	2.38439772650616	2.16070595463706	2.17362766101464	-0.75377635641065	2.07061005145728	2.16070595463706	2.16070595463706	2.23148368569543	-0.274146893217784	2.91514857956044	3.33399408086009	2.85438757309347	3.46481995422262	2.83639956215366	2.25181886301374	2.9302344978511	2.70353888043858	2.57511582274661	2.10759647266932	3.63928560354223	2.94929783300518	-0.757297974452793
SRR16357787	3.50215764328185	1.25598411953873	1.64834673416132	1.42406346588357	1.89074412906928	1.9104165525718	-1.78229733222077	1.21787962630787	-1.78016596831079	-1.58724169887468	1.79201029928835	3.87238747234936	1.76872159899965	1.36276824344208	-1.59407769997715	-1.72340770200055	1.98700333562717	-1.5732576128122	1.39977494014051	1.6190817870709	0.783183645596904	2.47317070170018	1.34228987694122	2.24966283135536	-1.66918581314401	0.891444478795804	2.45000963567415	-1.73149384487993	-1.40366243022423	-1.50314013331894	-1.53077112666321	-1.58724169887468	-1.52164991458629	-1.5732576128122	-1.40135182629456	-1.46556426140244	2.76653393623105	-1.51877055001	-1.30309512611756	-1.48287940924754	-1.23577323828886	-1.45391240823111	1.00608121359575	1.92295257655035	-1.34156987258461	-1.24082175315331	-1.25122631239714	-1.54575311384954	-1.53652937007788	-1.2457559206569	-1.48666679158938	-1.44790961046864	-1.44790961046864	-1.47498342563865	1.44101187424452	-1.21957750206495	-1.30754193613463	-1.53652937007788	-1.25009247051124	0.795405127138503	-0.929125428876866	-1.3463379436533	-1.45235745559224	-1.36929290330194	-1.40305390583815	1.39420650079105	-1.08906676531445	-1.3316361997445	-1.47498342563865	-1.41147184703036	4.9425080171655	-1.1698974190623	-1.25521084440277	-0.847926096812338	2.88112272260033	-1.08644861577797	-1.35870755687867	-1.03431282099888	-0.288821701708379	-1.1759320353493	4.17316526749932	-1.20915302229328	1.75798879325404	-1.26997703836588	-0.926160931535986	-1.21957750206495	-1.03884134356057	-1.23577323828886	-1.15072126768275	-1.11447147415012	-1.1310883980916	-1.23386521020186	2.87318585193648	-1.27277594443894	-1.07835531477281	-1.11599186524296	-1.28085160031434	-1.0489476846598	5.26405985746952	-1.03915736452411	-1.14371726112982	-1.03431282099888	-1.04755254171629	-1.09795882886936	-1.00072612138243	-0.882983318222681	-1.19933520404825	-0.75377635641065	-0.939226385325173	2.26138615880277	-1.04353330080447	-1.04755254171629	3.9217484815617	-0.837799079023703	-0.714043084495064	-0.416652781382005	2.71930548115213	-0.848408364668738	-0.825083930028283	-0.552405028475811	-0.756286100497282	-0.838300185547256	-0.616981003399447	-0.15554231256115	-0.777220742443016	-0.757297974452793
